order_id,order_date,customer_id,store_id,discount,payment_mode,order_status
2672,19-11-2024,1687,4,0.03,Cash,Completed
2673,10-03-2022,532,9,0.15,UPI,Returned
2674,21-04-2023,1216,5,0.04,Card,Returned
2675,03-03-2023,1007,6,0.08,UPI,Returned
2676,09-11-2023,618,2,0.07,Cash,Completed
2677,20-02-2024,2079,6,0.01,Cash,Completed
2678,12-12-2022,1051,1,0.18,Cash,Completed
2679,08-04-2023,2511,1,0,Card,Completed
2680,07-05-2024,2304,4,0.04,Card,Completed
2681,06-03-2023,2509,10,0.16,Card,Returned
2682,01-08-2024,2555,3,0.08,Card,Completed
2683,01-02-2022,1365,7,0.14,Card,Completed
2684,14-10-2024,2916,3,0.03,UPI,Completed
2685,06-05-2022,1636,4,0.14,Cash,Completed
2686,26-07-2022,1009,7,0.15,Card,Completed
2687,12-04-2022,631,9,0.08,UPI,Completed
2688,05-01-2022,2932,3,0.13,Card,Completed
2689,12-08-2023,983,1,0.03,Cash,Completed
2690,17-07-2022,782,3,0.09,Cash,Completed
2691,17-04-2023,663,10,0.06,Card,Completed
2692,25-04-2022,2202,10,0.17,Card,Completed
2693,23-01-2023,2,8,0.01,UPI,Returned
2694,20-09-2024,769,2,0.14,Card,Returned
2695,20-08-2023,1316,10,0.13,Cash,Returned
2696,12-05-2022,1145,7,0.03,UPI,Completed
2697,08-02-2023,2049,6,0.04,UPI,Completed
2698,28-03-2022,2946,2,0.2,Card,Completed
2699,14-11-2022,1031,6,0.08,Cash,Completed
2700,07-02-2023,2633,8,0.06,Card,Completed
2701,13-06-2022,2996,10,0,UPI,Completed
2702,22-09-2022,922,3,0.15,Cash,Completed
2703,10-01-2022,2292,7,0.17,UPI,Returned
2704,27-05-2023,1503,7,0.17,UPI,Returned
2705,15-08-2022,2736,1,0.18,Card,Completed
2706,05-11-2024,108,10,0.17,UPI,Completed
2707,28-10-2023,814,3,0,Card,Completed
2708,28-03-2023,1223,1,0.14,UPI,Returned
2709,30-06-2023,779,2,0.01,UPI,Completed
2710,15-01-2024,670,7,0.06,Card,Completed
2711,01-12-2022,2074,7,0.13,UPI,Completed
2712,04-10-2022,1206,5,0.1,UPI,Completed
2713,22-02-2022,1145,5,0.12,UPI,Completed
2714,02-03-2023,67,7,0.06,Card,Completed
2715,17-07-2023,2806,4,0.02,Card,Completed
2716,17-01-2024,2982,9,0.1,Cash,Completed
2717,01-02-2022,1764,8,0.19,Card,Completed
2718,12-11-2023,1652,1,0.11,UPI,Completed
2719,14-05-2022,1404,4,0.11,UPI,Completed
2720,17-07-2022,1049,4,0.15,Cash,Completed
2721,22-01-2022,2588,5,0.19,Card,Completed
2722,19-10-2024,305,3,0.03,Card,Completed
2723,25-11-2024,1790,1,0.15,Card,Completed
2724,02-05-2023,305,10,0.2,Cash,Completed
2725,04-12-2022,2945,10,0.09,Cash,Completed
2726,27-06-2023,2605,4,0.06,Card,Completed
2727,08-09-2024,995,9,0.19,Card,Returned
2728,17-08-2024,608,5,0.04,Cash,Returned
2729,24-01-2022,2021,1,0.1,UPI,Completed
2730,05-01-2024,341,4,0.04,UPI,Completed
2731,04-03-2024,2634,3,0,Card,Completed
2732,29-06-2022,82,9,0.05,Cash,Completed
2733,14-04-2023,847,4,0.16,Cash,Completed
2734,08-04-2024,2633,8,0.09,Cash,Completed
2735,23-03-2023,177,7,0.13,UPI,Completed
2736,21-12-2023,1519,7,0.19,Card,Completed
2737,01-02-2024,53,3,0.12,Cash,Completed
2738,25-04-2024,2021,9,0.05,UPI,Completed
2739,11-07-2022,488,8,0.09,Card,Completed
2740,21-01-2023,2023,6,0.13,UPI,Completed
2741,23-05-2023,2290,7,0.01,UPI,Completed
2742,24-06-2024,1475,7,0.09,Card,Completed
2743,18-02-2023,2452,3,0.1,Cash,Completed
2744,22-02-2022,850,8,0.11,UPI,Completed
2745,12-01-2022,2060,3,0.17,Card,Completed
2746,22-08-2022,1641,7,0.02,UPI,Returned
2747,03-06-2022,1779,3,0.03,UPI,Returned
2748,21-02-2024,80,3,0.1,Card,Returned
2749,28-05-2023,2560,10,0.18,UPI,Returned
2750,26-08-2023,2280,8,0.08,Cash,Completed
2751,17-03-2022,2542,1,0.1,Card,Completed
2752,19-03-2023,429,9,0.14,Cash,Completed
2753,08-08-2023,2432,3,0.13,Cash,Completed
2754,12-10-2023,285,3,0.02,Card,Returned
2755,01-11-2024,2547,8,0.1,UPI,Completed
2756,24-03-2023,2281,6,0.05,Cash,Completed
2757,01-02-2023,2159,4,0.15,Card,Returned
2758,07-04-2023,751,9,0.14,UPI,Completed
2759,28-03-2022,1194,9,0.14,Cash,Returned
2760,08-05-2022,2112,4,0.18,UPI,Completed
2761,14-07-2023,357,9,0.04,Card,Completed
2762,24-09-2023,911,9,0.17,UPI,Completed
2763,02-01-2022,142,6,0.04,Cash,Completed
2764,20-05-2022,1103,3,0.19,Card,Completed
2765,08-06-2024,918,3,0.12,Card,Returned
2766,26-06-2023,2673,4,0.08,Cash,Completed
2767,09-07-2024,2791,6,0.15,Card,Completed
2768,18-06-2023,1602,1,0.02,Cash,Completed
2769,22-02-2022,2973,1,0.01,Cash,Completed
2770,01-12-2024,1022,9,0.09,Card,Returned
2771,06-09-2022,1160,6,0.02,UPI,Returned
2772,02-06-2024,1401,3,0.11,Cash,Returned
2773,29-01-2022,960,5,0.12,Cash,Completed
2774,21-06-2023,1795,1,0.07,Card,Returned
2775,02-07-2024,256,5,0.17,Cash,Completed
2776,26-11-2024,956,5,0.13,Cash,Completed
2777,07-05-2023,2250,6,0.06,UPI,Completed
2778,16-01-2022,1236,7,0.1,Card,Completed
2779,01-08-2022,457,6,0.09,Card,Completed
2780,28-09-2024,867,7,0.19,UPI,Completed
2781,30-04-2024,2943,2,0.08,Card,Returned
2782,09-08-2024,2333,3,0.03,Card,Returned
2783,31-07-2024,2498,3,0.07,Cash,Completed
2784,23-02-2022,2541,4,0.06,UPI,Completed
2785,15-05-2022,1417,6,0.1,UPI,Completed
2786,14-11-2023,346,8,0.02,Cash,Completed
2787,19-07-2022,1603,5,0.06,Cash,Completed
2788,23-10-2023,34,4,0.19,UPI,Completed
2789,22-11-2023,1229,7,0.09,Cash,Completed
2790,22-04-2023,391,8,0,Card,Completed
2791,20-03-2023,1351,5,0.07,UPI,Returned
2792,26-09-2023,2374,9,0.18,UPI,Returned
2793,13-10-2022,2596,1,0.08,Cash,Completed
2794,25-12-2022,1091,8,0.05,UPI,Completed
2795,14-12-2022,245,10,0.12,UPI,Returned
2796,18-03-2023,2096,3,0.14,Cash,Completed
2797,09-06-2024,2289,1,0.14,Card,Completed
2798,01-11-2023,2795,5,0.17,Cash,Completed
2799,16-07-2023,866,4,0.08,Card,Returned
2800,29-06-2023,2353,6,0.12,Cash,Completed
2801,30-09-2024,2636,7,0.06,Cash,Completed
2802,22-02-2023,1630,1,0.18,UPI,Completed
2803,28-02-2024,1196,4,0.12,Card,Completed
2804,10-03-2022,478,6,0.04,UPI,Completed
2805,05-02-2022,1231,10,0.1,Card,Returned
2806,07-03-2023,668,5,0.01,Card,Returned
2807,21-07-2022,2568,1,0.05,Cash,Completed
2808,29-10-2024,1552,9,0.18,UPI,Completed
2809,20-11-2024,2773,9,0.12,UPI,Completed
2810,15-07-2024,1932,4,0.15,UPI,Completed
2811,25-02-2023,2835,1,0.09,Cash,Returned
2812,28-05-2022,2268,2,0.05,Cash,Returned
2813,05-01-2022,153,5,0.1,Card,Completed
2814,29-05-2023,2074,2,0,Cash,Completed
2815,27-10-2022,1324,6,0.09,Card,Completed
2816,06-05-2022,257,1,0.12,Cash,Completed
2817,08-06-2023,442,8,0.16,UPI,Completed
2818,19-11-2022,1027,1,0.12,Cash,Completed
2819,05-03-2024,1692,10,0.06,UPI,Completed
2820,04-12-2022,2907,4,0.04,Cash,Completed
2821,21-02-2024,1382,6,0.13,Card,Returned
2822,06-03-2024,2069,5,0.02,UPI,Completed
2823,25-04-2022,1286,4,0.1,Cash,Completed
2824,11-06-2024,2226,4,0.08,Card,Returned
2825,14-04-2022,1527,10,0.02,Card,Returned
2826,09-12-2022,2551,7,0.05,Cash,Completed
2827,20-09-2022,2260,5,0.03,Cash,Returned
2828,14-11-2022,2529,2,0.13,Card,Completed
2829,01-10-2024,2113,2,0.2,UPI,Completed
2830,24-03-2023,248,3,0.06,UPI,Completed
2831,20-08-2022,864,2,0.06,Card,Completed
2832,06-09-2024,2057,1,0.19,Card,Completed
2833,29-03-2024,2552,8,0.12,Cash,Returned
2834,09-06-2022,261,4,0.07,Card,Returned
2835,22-03-2023,2314,7,0.1,UPI,Returned
2836,19-10-2024,1287,1,0.13,Card,Completed
2837,17-09-2024,34,5,0.03,Cash,Completed
2838,12-04-2024,305,7,0.2,Cash,Returned
2839,23-08-2022,459,10,0.2,Cash,Completed
2840,28-01-2024,2024,9,0.18,UPI,Completed
2841,03-04-2024,1235,3,0.04,UPI,Completed
2842,30-07-2023,1892,9,0.1,UPI,Completed
2843,21-09-2023,1144,1,0.01,Cash,Returned
2844,23-06-2024,2489,4,0.08,Card,Completed
2845,13-04-2024,278,9,0.03,Card,Returned
2846,05-05-2024,1795,9,0.15,Card,Completed
2847,07-08-2023,496,4,0.16,Card,Completed
2848,24-06-2024,2630,1,0.17,Cash,Completed
2849,01-08-2022,1074,2,0.03,UPI,Completed
2850,20-01-2024,1401,3,0.07,UPI,Returned
2851,07-07-2023,885,8,0.06,Cash,Completed
2852,18-07-2023,299,1,0.08,Cash,Returned
2853,10-02-2024,1395,3,0.14,Cash,Completed
2854,20-04-2023,1799,3,0.07,UPI,Completed
2855,03-01-2023,243,6,0.15,Card,Completed
2856,21-08-2022,2757,6,0.18,Cash,Completed
2857,28-05-2022,424,1,0.16,Cash,Completed
2858,03-10-2024,1655,1,0.06,Card,Completed
2859,12-08-2024,1291,2,0.12,Card,Completed
2860,31-12-2022,736,1,0.1,UPI,Completed
2861,11-12-2022,680,3,0.11,Card,Completed
2862,22-09-2024,1606,8,0.13,Cash,Returned
2863,11-05-2022,847,1,0.13,UPI,Completed
2864,30-10-2022,862,8,0.1,UPI,Completed
2865,25-07-2023,2254,10,0.08,Card,Returned
2866,13-12-2022,1713,2,0.08,Cash,Completed
2867,25-04-2022,542,2,0.18,Card,Returned
2868,01-10-2023,1940,7,0.01,UPI,Returned
2869,29-09-2024,1905,1,0.03,Cash,Returned
2870,12-07-2024,766,5,0.08,Card,Completed
2871,08-04-2024,1312,7,0.15,UPI,Completed
2872,13-12-2023,2469,3,0.14,UPI,Completed
2873,25-05-2022,2261,8,0.07,Card,Returned
2874,06-02-2024,2784,8,0.03,Cash,Completed
2875,19-03-2023,963,5,0.01,UPI,Completed
2876,05-12-2024,1663,7,0.13,UPI,Completed
2877,21-10-2022,1985,6,0,UPI,Returned
2878,12-01-2022,2535,3,0.11,UPI,Completed
2879,28-12-2022,2044,10,0.05,UPI,Completed
2880,15-09-2022,2502,4,0.15,UPI,Returned
2881,02-05-2024,309,9,0.01,Cash,Completed
2882,05-07-2023,1238,6,0.17,UPI,Returned
2883,18-09-2024,736,3,0.18,UPI,Completed
2884,20-01-2023,762,10,0.19,Card,Completed
2885,09-01-2022,2240,7,0.03,Card,Completed
2886,20-05-2024,1746,1,0.19,Card,Returned
2887,11-07-2022,2098,2,0.04,UPI,Completed
2888,29-03-2024,1351,6,0.17,Card,Completed
2889,04-06-2022,2446,7,0.2,Card,Returned
2890,02-08-2022,1186,4,0.09,UPI,Completed
2891,06-05-2024,637,7,0.04,Card,Returned
2892,26-09-2022,2645,2,0.16,Cash,Returned
2893,22-04-2023,1055,8,0.04,Card,Completed
2894,19-01-2024,2214,4,0.15,Card,Completed
2895,29-06-2022,892,6,0.13,Cash,Completed
2896,17-04-2023,802,6,0.05,Cash,Completed
2897,09-08-2022,1986,7,0.11,UPI,Completed
2898,06-06-2023,1397,9,0.14,UPI,Completed
2899,19-11-2024,350,7,0.15,Card,Completed
2900,25-11-2024,1777,2,0.16,Card,Returned
2901,15-10-2023,1117,4,0.05,Cash,Completed
2902,09-01-2022,1711,10,0.15,Card,Completed
2903,17-07-2024,2166,10,0.06,UPI,Returned
2904,14-12-2022,2511,4,0.01,UPI,Returned
2905,28-08-2022,2489,3,0.13,Card,Completed
2906,31-10-2023,5,5,0.08,UPI,Returned
2907,11-07-2023,201,4,0.12,Card,Completed
2908,02-07-2022,1057,3,0.07,Cash,Completed
2909,04-11-2024,2142,3,0.04,UPI,Completed
2910,06-08-2024,1910,7,0.05,Card,Returned
2911,28-12-2022,2059,8,0.02,Card,Completed
2912,08-04-2022,1741,10,0.1,Card,Completed
2913,06-09-2022,1830,10,0.04,Cash,Completed
2914,24-06-2023,651,2,0.07,Card,Completed
2915,09-03-2022,1267,1,0.19,Card,Completed
2916,20-04-2023,205,8,0.16,Cash,Returned
2917,17-02-2022,1998,3,0.17,UPI,Completed
2918,17-11-2024,627,10,0.03,UPI,Completed
2919,02-04-2022,263,2,0.06,Card,Returned
2920,22-10-2023,519,4,0.1,UPI,Completed
2921,03-08-2023,1162,3,0.16,UPI,Completed
2922,16-05-2022,2338,1,0.04,Card,Completed
2923,27-08-2023,366,4,0.01,Card,Completed
2924,19-08-2023,487,8,0.14,Cash,Completed
2925,16-08-2022,2241,3,0.17,UPI,Completed
2926,07-06-2024,2725,4,0.11,UPI,Completed
2927,09-05-2023,1635,10,0.14,UPI,Completed
2928,08-07-2023,2701,2,0.18,Cash,Completed
2929,29-11-2022,1255,1,0.13,UPI,Completed
2930,01-04-2022,2464,1,0.13,Cash,Completed
2931,11-09-2024,928,4,0.04,Cash,Completed
2932,08-03-2024,1603,9,0.12,Cash,Completed
2933,10-11-2023,748,1,0.01,Cash,Completed
2934,09-01-2022,1830,5,0.01,UPI,Returned
2935,15-12-2022,421,8,0.09,Cash,Completed
2936,02-06-2022,107,4,0.04,Cash,Completed
2937,23-09-2024,538,9,0.15,UPI,Completed
2938,06-08-2024,229,1,0.1,Cash,Returned
2939,16-12-2023,424,8,0.08,Card,Completed
2940,09-08-2023,1712,3,0.02,UPI,Completed
2941,19-12-2023,1630,3,0.01,UPI,Completed
2942,06-02-2023,1851,9,0.18,UPI,Completed
2943,04-01-2024,2720,6,0.14,Card,Completed
2944,26-04-2024,1148,6,0.01,Card,Completed
2945,06-12-2022,1740,5,0.08,Cash,Returned
2946,04-11-2024,2885,3,0.1,UPI,Completed
2947,09-08-2024,1353,1,0.17,Cash,Completed
2948,17-11-2023,716,2,0.04,UPI,Completed
2949,03-10-2022,2018,7,0.05,Cash,Completed
2950,19-07-2022,539,10,0.19,Card,Completed
2951,02-04-2023,1427,10,0.14,UPI,Completed
2952,25-07-2024,1022,2,0.02,Card,Returned
2953,21-04-2022,1289,1,0.06,Card,Returned
2954,07-05-2022,115,6,0.12,Card,Completed
2955,06-09-2023,668,1,0.14,Card,Completed
2956,05-11-2023,143,6,0.06,Card,Completed
2957,02-03-2022,2793,7,0.02,Cash,Returned
2958,17-02-2024,2462,6,0.2,Card,Completed
2959,06-03-2024,2308,5,0.12,Card,Completed
2960,09-10-2022,112,10,0.15,Card,Completed
2961,16-05-2024,821,4,0.1,Cash,Completed
2962,29-06-2022,492,4,0.05,Card,Completed
2963,27-04-2023,682,5,0.02,Card,Completed
2964,25-03-2022,2100,2,0.04,UPI,Completed
2965,06-01-2023,222,5,0.06,Card,Completed
2966,25-12-2023,1949,2,0.16,UPI,Completed
2967,12-11-2024,1207,3,0.03,UPI,Returned
2968,15-07-2022,978,8,0.1,Card,Completed
2969,12-11-2023,2897,2,0.1,UPI,Completed
2970,29-11-2022,193,2,0.13,Card,Completed
2971,14-07-2024,36,1,0.08,UPI,Completed
2972,21-01-2022,1873,7,0.09,Cash,Completed
2973,27-08-2022,2852,4,0.18,Card,Completed
2974,09-07-2023,1050,10,0.08,Cash,Completed
2975,14-12-2024,1169,9,0.19,Cash,Completed
2976,12-08-2024,601,1,0.06,Card,Completed
2977,18-04-2023,2331,5,0.12,Card,Returned
2978,14-01-2024,1987,5,0.1,Card,Completed
2979,03-09-2023,1553,6,0.17,Cash,Completed
2980,18-06-2022,1949,9,0.06,UPI,Completed
2981,20-09-2024,1982,3,0.15,Card,Completed
2982,12-10-2023,7,4,0.17,Cash,Completed
2983,16-04-2023,1865,3,0.01,Card,Completed
2984,29-09-2024,1868,4,0.05,Card,Completed
2985,20-12-2024,775,8,0.07,Cash,Completed
2986,05-11-2024,2310,10,0.1,Cash,Completed
2987,05-01-2022,1687,5,0.04,Cash,Completed
2988,22-07-2022,2441,8,0.03,UPI,Completed
2989,15-01-2023,1193,3,0.06,UPI,Completed
2990,06-04-2023,458,7,0.04,UPI,Completed
2991,06-06-2023,1967,9,0.05,Cash,Completed
2992,09-06-2022,205,3,0.06,UPI,Completed
2993,07-06-2022,1457,3,0.16,Cash,Completed
2994,06-10-2024,2076,10,0.07,Card,Returned
2995,20-07-2023,1216,1,0.15,Card,Returned
2996,23-08-2024,1507,2,0,UPI,Completed
2997,23-08-2024,1279,4,0.12,Card,Completed
2998,08-08-2022,713,10,0.16,Cash,Completed
2999,08-11-2023,464,2,0.03,Cash,Completed
3000,10-11-2022,953,8,0,UPI,Returned
3001,16-03-2024,1379,5,0.1,UPI,Completed
3002,07-04-2023,1455,5,0.03,UPI,Returned
3003,26-02-2024,515,3,0.08,Cash,Returned
3004,07-12-2022,585,5,0.14,UPI,Completed
3005,26-12-2024,216,7,0.05,Card,Completed
3006,06-04-2022,504,6,0.08,Card,Completed
3007,13-12-2023,94,5,0.04,Cash,Returned
3008,24-05-2024,1069,6,0.05,Cash,Returned
3009,28-11-2022,2589,10,0.13,UPI,Completed
3010,06-04-2024,2110,5,0.12,Card,Completed
3011,12-09-2024,743,6,0.05,Cash,Completed
3012,04-02-2024,444,2,0.17,Cash,Completed
3013,13-11-2022,1902,6,0.03,Card,Completed
3014,24-01-2024,2509,7,0.04,UPI,Returned
3015,19-05-2023,1542,2,0.04,Cash,Completed
3016,14-04-2024,1121,2,0.12,Card,Completed
3017,11-11-2022,2905,9,0.18,Card,Completed
3018,08-06-2022,777,1,0.15,Cash,Returned
3019,19-12-2024,1084,7,0.17,Cash,Completed
3020,13-12-2022,2009,5,0.08,UPI,Completed
3021,25-06-2024,1928,5,0.01,Cash,Returned
3022,28-09-2022,1518,7,0.08,UPI,Completed
3023,20-10-2024,256,1,0.02,UPI,Completed
3024,27-03-2022,1306,2,0.17,UPI,Completed
3025,15-02-2024,2320,4,0.16,Cash,Completed
3026,12-06-2024,2524,9,0.18,UPI,Completed
3027,12-06-2022,335,7,0.05,UPI,Completed
3028,11-06-2023,554,10,0.19,Cash,Returned
3029,26-10-2022,445,2,0.18,Card,Completed
3030,10-10-2023,1339,1,0.19,Cash,Completed
3031,10-12-2024,207,6,0.14,Card,Completed
3032,18-10-2022,1032,3,0.08,UPI,Completed
3033,12-08-2023,2062,8,0.1,UPI,Completed
3034,04-07-2022,2828,4,0.12,Cash,Completed
3035,09-12-2024,1702,8,0.09,Cash,Returned
3036,18-10-2024,800,10,0.01,Card,Returned
3037,08-07-2024,1790,3,0.11,UPI,Completed
3038,11-06-2023,1314,9,0.17,Cash,Completed
3039,09-02-2023,1044,3,0.09,Cash,Completed
3040,22-12-2022,1919,7,0.09,Card,Completed
3041,23-01-2023,2989,1,0.14,UPI,Completed
3042,06-01-2024,825,9,0.2,UPI,Completed
3043,24-03-2023,1430,7,0.08,UPI,Completed
3044,20-08-2022,827,4,0.16,Card,Returned
3045,24-07-2024,1974,1,0.02,Card,Completed
3046,18-12-2024,443,7,0.17,UPI,Completed
3047,05-08-2024,2960,7,0.07,Cash,Completed
3048,30-01-2024,264,1,0.13,Cash,Completed
3049,27-08-2023,906,1,0.01,Card,Returned
3050,24-03-2024,2318,5,0.03,Cash,Returned
3051,23-02-2024,810,3,0.17,Card,Returned
3052,12-06-2022,252,8,0.07,Cash,Returned
3053,30-06-2023,762,7,0.14,Card,Completed
3054,02-11-2024,260,7,0.1,Cash,Completed
3055,27-09-2024,1377,3,0.16,Cash,Returned
3056,19-01-2023,1179,6,0.07,Card,Completed
3057,29-03-2024,486,2,0.15,Card,Returned
3058,27-02-2024,525,7,0.12,UPI,Completed
3059,27-01-2024,1640,4,0.09,Card,Completed
3060,20-11-2022,1276,6,0.11,Card,Completed
3061,28-08-2022,257,8,0.07,Card,Completed
3062,26-08-2023,2307,3,0.02,UPI,Completed
3063,24-05-2022,1875,2,0.05,Cash,Completed
3064,09-11-2023,1775,3,0.14,Card,Completed
3065,11-05-2024,2708,9,0.13,Cash,Returned
3066,08-10-2022,194,10,0.09,Cash,Completed
3067,01-08-2022,2802,3,0.2,Cash,Completed
3068,30-04-2023,842,2,0.15,UPI,Completed
3069,14-09-2022,408,9,0.01,Cash,Completed
3070,27-01-2024,502,9,0.07,UPI,Completed
3071,10-06-2022,2655,5,0.1,Cash,Completed
3072,22-11-2023,2767,8,0.15,Card,Completed
3073,11-12-2023,411,9,0.04,Card,Completed
3074,06-06-2024,807,1,0.07,Cash,Completed
3075,17-02-2022,1870,7,0.09,UPI,Returned
3076,02-02-2024,1418,4,0.03,Card,Returned
3077,17-06-2023,801,10,0.09,Card,Completed
3078,15-11-2022,32,9,0.1,Card,Completed
3079,05-08-2022,2501,9,0.1,Cash,Completed
3080,06-01-2022,399,9,0.19,Card,Completed
3081,14-09-2022,517,7,0.03,Cash,Completed
3082,22-11-2023,330,8,0.19,UPI,Completed
3083,25-08-2022,981,6,0.03,Cash,Returned
3084,10-07-2022,2125,3,0.06,Card,Completed
3085,13-08-2022,1867,3,0.09,Card,Completed
3086,20-01-2023,827,5,0.08,Cash,Returned
3087,26-05-2024,2867,6,0.06,Card,Completed
3088,22-03-2023,2519,9,0.13,UPI,Completed
3089,29-04-2022,893,2,0.07,UPI,Completed
3090,25-03-2023,2235,8,0.16,Card,Returned
3091,24-06-2023,358,1,0.08,Card,Completed
3092,29-04-2023,2486,4,0.04,Card,Returned
3093,07-09-2022,459,9,0.04,Cash,Completed
3094,14-03-2022,2549,4,0.07,Cash,Completed
3095,14-06-2024,1628,7,0.06,Card,Completed
3096,30-08-2024,2084,9,0.1,Cash,Returned
3097,22-08-2023,2453,2,0.09,Cash,Completed
3098,23-02-2023,545,8,0.13,Card,Returned
3099,13-04-2023,204,6,0.18,Card,Completed
3100,22-03-2022,1815,7,0.07,UPI,Completed
3101,05-02-2024,1952,7,0.01,Cash,Returned
3102,04-12-2022,2943,10,0.1,Card,Completed
3103,26-03-2024,287,3,0.14,Cash,Returned
3104,07-04-2024,280,5,0.14,UPI,Completed
3105,17-05-2023,272,3,0.17,UPI,Completed
3106,17-03-2023,1657,5,0.04,UPI,Returned
3107,02-11-2022,1276,2,0.06,Cash,Returned
3108,16-03-2024,666,2,0.15,Card,Completed
3109,10-10-2024,557,8,0.18,Cash,Completed
3110,10-09-2024,1381,1,0.15,Card,Returned
3111,04-05-2022,2714,5,0.12,UPI,Returned
3112,20-07-2023,1438,8,0.01,Card,Completed
3113,09-09-2022,729,2,0.12,Cash,Completed
3114,17-06-2024,2366,7,0.15,Cash,Completed
3115,22-01-2022,899,10,0.11,Cash,Completed
3116,12-11-2024,1993,5,0.12,UPI,Completed
3117,08-12-2022,1549,9,0.17,Card,Returned
3118,22-01-2024,1525,8,0.11,Card,Completed
3119,13-08-2023,841,1,0.18,UPI,Completed
3120,30-01-2024,79,5,0.02,UPI,Returned
3121,27-06-2024,952,2,0.06,Cash,Completed
3122,17-02-2023,2276,3,0.16,Cash,Completed
3123,13-07-2023,464,8,0.13,UPI,Returned
3124,27-03-2024,2139,10,0.16,UPI,Completed
3125,26-05-2023,1363,1,0.1,Cash,Completed
3126,11-02-2024,2116,5,0.18,Cash,Returned
3127,16-08-2023,723,10,0.18,Cash,Completed
3128,07-08-2024,631,3,0.08,Cash,Returned
3129,07-04-2024,1804,8,0.15,Card,Returned
3130,27-06-2023,1763,9,0.19,Cash,Completed
3131,29-07-2023,176,7,0.03,Card,Completed
3132,17-10-2024,770,7,0.07,Cash,Completed
3133,03-05-2023,1493,8,0.04,Card,Returned
3134,23-03-2024,2706,9,0.06,UPI,Returned
3135,10-12-2024,34,1,0.12,Cash,Returned
3136,28-02-2022,1272,9,0.15,Cash,Completed
3137,26-04-2023,1564,5,0.12,Card,Completed
3138,29-06-2024,1870,3,0.03,UPI,Returned
3139,22-01-2022,606,8,0,Card,Completed
3140,21-08-2024,2839,7,0.14,UPI,Completed
3141,21-01-2022,480,7,0.1,UPI,Completed
3142,14-01-2022,224,1,0.08,Cash,Completed
3143,22-10-2022,1059,5,0.06,Card,Completed
3144,14-09-2023,2196,10,0.06,UPI,Completed
3145,11-10-2023,1778,10,0.07,UPI,Returned
3146,27-01-2024,2902,2,0,Card,Completed
3147,11-05-2022,1858,4,0.2,Cash,Returned
3148,04-10-2022,2070,10,0.19,UPI,Completed
3149,23-10-2022,307,9,0.07,Card,Returned
3150,07-08-2022,2339,2,0.03,Card,Completed
3151,20-05-2022,2245,5,0.05,UPI,Completed
3152,11-11-2024,1874,5,0.11,UPI,Completed
3153,25-09-2023,1115,7,0.17,Card,Completed
3154,17-11-2023,216,7,0.08,Card,Returned
3155,26-05-2024,1351,8,0.11,Cash,Completed
3156,03-08-2024,623,10,0.17,UPI,Completed
3157,25-02-2022,566,8,0.08,Card,Returned
3158,30-05-2023,2768,4,0.03,UPI,Completed
3159,25-03-2023,1022,1,0.12,Cash,Completed
3160,29-11-2022,1024,8,0.11,UPI,Completed
3161,26-06-2023,2594,3,0.16,Card,Completed
3162,08-01-2024,2279,10,0.13,Cash,Completed
3163,18-07-2024,2214,2,0.11,UPI,Returned
3164,25-05-2024,1665,2,0.18,Cash,Completed
3165,15-01-2024,1700,3,0.18,Card,Returned
3166,21-05-2024,1776,6,0.12,Card,Completed
3167,23-04-2023,2299,2,0.17,UPI,Completed
3168,28-02-2024,657,9,0.1,Card,Completed
3169,09-01-2024,337,4,0.02,UPI,Completed
3170,30-08-2024,769,5,0.06,Cash,Completed
3171,25-11-2022,697,6,0.1,Card,Completed
3172,16-09-2023,62,9,0.09,Card,Completed
3173,03-09-2024,621,10,0.13,UPI,Returned
3174,28-02-2024,511,9,0.18,Cash,Completed
3175,10-10-2023,1068,6,0.06,Cash,Completed
3176,30-05-2023,25,2,0.19,UPI,Returned
3177,29-08-2022,1247,5,0.07,UPI,Returned
3178,20-07-2023,1784,2,0.08,Card,Completed
3179,15-01-2022,2965,10,0.02,Card,Completed
3180,13-09-2024,2632,2,0.13,Card,Completed
3181,22-07-2022,1146,10,0.17,Cash,Completed
3182,16-03-2022,1913,3,0.12,Card,Completed
3183,05-02-2023,2672,1,0.16,Cash,Completed
3184,14-02-2022,2716,1,0.08,UPI,Completed
3185,18-04-2023,865,1,0.01,Card,Returned
3186,28-02-2023,2033,4,0.17,Cash,Completed
3187,27-10-2022,2659,7,0.18,Card,Completed
3188,03-12-2022,1714,6,0.05,UPI,Completed
3189,03-02-2023,2774,6,0.16,Cash,Returned
3190,27-07-2024,641,8,0.05,UPI,Completed
3191,23-08-2022,1585,5,0.02,UPI,Completed
3192,12-04-2022,2626,3,0.14,Card,Completed
3193,02-12-2024,1064,4,0.07,Card,Completed
3194,22-10-2023,721,10,0.05,Card,Returned
3195,11-06-2024,827,9,0.04,Card,Returned
3196,19-09-2022,2570,2,0.05,Cash,Returned
3197,13-11-2024,879,6,0.06,Card,Returned
3198,12-01-2024,618,6,0.17,UPI,Completed
3199,10-08-2023,1556,7,0.19,UPI,Returned
3200,05-02-2022,2235,1,0.13,UPI,Completed
3201,14-10-2022,859,10,0.07,Card,Completed
3202,07-10-2022,783,3,0.11,Card,Completed
3203,19-09-2022,467,5,0.05,UPI,Returned
