order_id,product_id,quantity,unit_price
2272,151,2,265.25
2272,18,3,232.27
2273,248,3,387.6
2273,5,2,474.27
2273,25,1,298.68
2273,202,4,81.46
2274,115,3,473.54
2275,246,1,62.45
2275,293,1,51.05
2275,131,3,199.41
2275,222,3,511.34
2276,151,1,265.25
2277,237,4,371.76
2277,271,2,219.08
2277,152,4,631.71
2277,180,2,375.54
2277,185,4,482.5
2278,218,2,319.36
2278,162,4,243.23
2278,217,1,35.61
2278,43,2,401.73
2279,260,1,247.17
2280,191,1,181.77
2280,286,1,585.44
2281,174,1,302.42
2282,247,4,479.27
2282,199,2,583.52
2282,52,1,113.77
2283,30,2,242.57
2283,186,3,478.46
2283,193,1,633.86
2283,212,3,713.36
2284,93,3,620.85
2284,158,1,408.61
2284,278,2,207.05
2284,95,1,158.13
2284,46,2,397.16
2285,81,4,31.8
2285,167,1,532.87
2285,137,3,515.22
2285,272,3,34.13
2286,131,4,199.41
2286,121,2,127.77
2286,149,4,212.64
2286,287,1,579.48
2286,245,2,539.24
2287,232,1,595.29
2287,165,2,349.8
2288,217,2,35.61
2289,205,1,84
2289,42,1,413.89
2289,98,3,299.13
2289,84,4,515.98
2290,230,4,53.69
2291,295,1,269.63
2291,14,3,348.02
2291,224,2,435.59
2292,247,1,479.27
2292,140,1,131.71
2292,182,4,315.29
2292,240,1,665.17
2293,132,3,584.95
2293,19,3,440.51
2293,235,3,155.01
2294,137,3,515.22
2294,183,3,256.55
2294,173,4,468.22
2295,2,3,560.7
2295,14,3,348.02
2296,271,2,219.08
2296,244,4,697.76
2297,298,3,72.03
2297,81,4,31.8
2297,207,1,694.49
2297,121,4,127.77
2297,217,1,35.61
2298,89,3,309.43
2298,101,3,327.05
2298,24,1,428.3
2298,247,4,479.27
2298,53,4,644.02
2299,143,4,263.94
2299,55,4,129.92
2300,298,3,72.03
2300,12,4,244.69
2300,89,3,309.43
2300,91,3,337.8
2301,244,1,697.76
2301,246,2,62.45
2301,107,1,722.64
2301,245,1,539.24
2301,11,1,483.52
2302,107,4,722.64
2302,154,2,154.75
2303,145,1,505
2303,283,1,692.75
2303,47,4,219.09
2303,296,3,481.65
2303,61,1,585.44
2304,35,1,416.31
2304,278,2,207.05
2305,43,2,401.73
2306,198,4,287.78
2306,222,3,511.34
2306,79,2,531.28
2307,147,2,588.14
2307,272,3,34.13
2307,198,2,287.78
2308,125,1,391.47
2309,295,2,269.63
2309,39,4,434.02
2309,82,3,396.44
2309,24,3,428.3
2310,157,2,644.35
2310,239,2,498.77
2310,203,4,179.87
2311,41,2,473.85
2311,270,4,590.29
2311,227,2,258.57
2311,260,4,247.17
2311,246,3,62.45
2312,10,4,230.49
2312,195,2,113.15
2312,194,4,226.77
2313,39,1,434.02
2313,73,1,582.31
2314,291,1,531.33
2315,29,2,90.14
2315,217,3,35.61
2315,225,1,520.3
2315,150,4,318
2316,108,1,280.3
2316,41,1,473.85
2316,59,3,291.84
2317,245,1,539.24
2317,24,1,428.3
2318,15,4,481.89
2318,120,1,237.52
2318,95,1,158.13
2318,228,2,20.93
2319,3,1,188.99
2320,134,1,596.81
2320,1,4,393.67
2321,28,2,469.9
2321,161,1,38.96
2321,139,2,346.76
2321,175,1,137.02
2322,156,3,548.55
2323,168,4,215.05
2323,30,2,242.57
2323,247,4,479.27
2323,98,3,299.13
2323,254,4,104.82
2324,77,3,262.41
2324,242,3,84.12
2324,5,3,474.27
2324,87,2,660.42
2325,213,1,253.87
2325,252,3,430.02
2325,133,1,265.9
2325,266,2,112.44
2325,256,4,430.95
2326,189,1,460.23
2327,22,2,95.21
2327,206,4,454.11
2327,281,4,540.81
2327,167,1,532.87
2328,134,2,596.81
2328,208,4,611.49
2329,169,1,300.77
2330,130,4,236.15
2330,23,3,605.58
2330,74,3,55.99
2330,33,4,446.14
2330,289,1,585.07
2331,6,1,98.23
2331,220,1,271.49
2331,136,2,394.83
2331,219,3,560.73
2332,211,1,353.04
2332,25,3,298.68
2332,129,1,402.23
2332,236,1,143.42
2333,235,3,155.01
2334,284,3,335.67
2334,92,3,464.89
2334,189,3,460.23
2334,234,4,407.72
2335,220,4,271.49
2335,68,1,84.44
2335,82,2,396.44
2335,284,2,335.67
2336,186,2,478.46
2337,217,4,35.61
2337,144,1,218.18
2338,300,3,474.71
2338,147,4,588.14
2338,201,1,178.47
2339,273,2,479.89
2340,184,4,603.65
2340,20,1,268.09
2341,235,1,155.01
2341,116,3,99.96
2342,64,4,233.25
2342,225,4,520.3
2342,40,4,345.07
2343,198,1,287.78
2343,68,3,84.44
2344,76,2,98.24
2344,168,3,215.05
2344,185,1,482.5
2344,282,1,555.45
2344,199,3,583.52
2345,255,1,647.2
2345,275,2,171.35
2345,148,1,126.82
2345,29,1,90.14
2345,3,4,188.99
2346,119,1,485.44
2346,3,3,188.99
2346,221,1,350.93
2346,116,3,99.96
2346,213,1,253.87
2347,126,4,350.3
2347,191,1,181.77
2347,146,3,78.07
2347,240,1,665.17
2347,162,2,243.23
2348,234,4,407.72
2348,135,3,696.07
2349,61,3,585.44
2350,145,2,505
2350,249,3,31.48
2350,13,4,467.15
2350,82,2,396.44
2350,257,3,348.88
2351,190,2,121.83
2352,169,2,300.77
2352,130,4,236.15
2353,186,1,478.46
2354,263,1,34.43
2355,133,1,265.9
2355,141,3,524.33
2355,35,3,416.31
2355,220,2,271.49
2356,288,3,378.62
2356,230,2,53.69
2356,262,4,632.42
2356,104,1,253.15
2357,27,3,656.41
2357,212,2,713.36
2357,211,1,353.04
2357,225,1,520.3
2358,45,2,209.16
2358,161,1,38.96
2358,291,2,531.33
2358,221,4,350.93
2358,297,3,141.7
2359,44,3,68.54
2359,162,3,243.23
2360,299,3,394.29
2360,56,3,544.96
2360,196,2,345.74
2360,56,4,544.96
2360,282,4,555.45
2361,5,3,474.27
2361,80,2,220.21
2362,198,1,287.78
2362,75,3,627.76
2362,14,2,348.02
2362,254,1,104.82
2362,133,1,265.9
2363,220,3,271.49
2363,240,1,665.17
2363,256,2,430.95
2363,200,1,406.72
2364,104,4,253.15
2364,258,1,123.31
2364,183,2,256.55
2364,249,2,31.48
2365,23,4,605.58
2365,16,1,382.3
2366,51,4,225.36
2366,71,1,410.34
2366,2,4,560.7
2367,35,4,416.31
2367,279,4,579.53
2367,6,1,98.23
2367,194,4,226.77
2367,259,1,162.46
2368,88,3,561.7
2368,194,3,226.77
2368,258,1,123.31
2369,147,1,588.14
2369,234,4,407.72
2370,287,1,579.48
2370,280,3,37.22
2370,133,3,265.9
2371,131,4,199.41
2371,163,4,696.66
2372,36,1,223.25
2372,217,4,35.61
2373,114,1,221.57
2373,272,4,34.13
2373,285,1,517.27
2374,225,1,520.3
2374,65,4,274.14
2375,250,1,147.87
2375,121,4,127.77
2375,103,1,433.91
2376,71,3,410.34
2376,247,3,479.27
2376,130,2,236.15
2376,101,1,327.05
2377,245,4,539.24
2377,223,2,257.83
2377,17,3,284.99
2378,59,3,291.84
2379,249,3,31.48
2380,135,3,696.07
2380,288,4,378.62
2381,83,2,413.62
2381,216,4,40.13
2381,139,1,346.76
2381,222,1,511.34
2382,120,4,237.52
2382,276,2,260.27
2382,122,2,158.87
2382,104,4,253.15
2383,216,2,40.13
2383,289,4,585.07
2383,221,1,350.93
2383,31,2,121.27
2383,185,4,482.5
2384,252,1,430.02
2384,157,2,644.35
2385,17,1,284.99
2385,40,2,345.07
2385,220,4,271.49
2385,147,4,588.14
2386,43,1,401.73
2386,25,1,298.68
2386,221,4,350.93
2386,183,3,256.55
2386,159,3,402.24
2387,138,4,386.54
2387,67,4,435.6
2387,153,2,657.55
2387,3,3,188.99
2387,93,2,620.85
2388,256,2,430.95
2389,55,1,129.92
2389,230,1,53.69
2389,273,4,479.89
2389,34,1,495.44
2389,254,1,104.82
2390,12,4,244.69
2391,159,3,402.24
2391,212,3,713.36
2392,256,4,430.95
2392,135,1,696.07
2392,42,4,413.89
2393,282,4,555.45
2393,176,3,391.35
2394,36,3,223.25
2394,166,2,38.78
2394,272,2,34.13
2395,127,2,600
2396,75,3,627.76
2396,177,4,224.25
2397,152,4,631.71
2398,247,2,479.27
2398,262,2,632.42
2398,152,1,631.71
2398,289,1,585.07
2398,210,4,557.22
2399,89,2,309.43
2399,297,2,141.7
2399,34,4,495.44
2400,260,3,247.17
2400,241,1,553.2
2400,93,3,620.85
2401,289,1,585.07
2401,186,3,478.46
2401,118,3,601.67
2401,180,4,375.54
2402,136,3,394.83
2402,29,4,90.14
2403,123,3,704.59
2404,11,4,483.52
2404,108,1,280.3
2404,80,2,220.21
2405,78,1,78.14
2405,262,1,632.42
2405,164,3,29.17
2406,27,4,656.41
2406,30,3,242.57
2406,15,4,481.89
2406,13,3,467.15
2407,228,4,20.93
2407,92,3,464.89
2408,269,1,458.25
2408,131,4,199.41
2408,21,4,394.83
2408,263,2,34.43
2409,98,4,299.13
2409,100,4,121.82
2410,280,2,37.22
2410,260,3,247.17
2410,232,2,595.29
2410,270,2,590.29
2410,205,2,84
2411,296,3,481.65
2411,85,4,162.09
2411,146,4,78.07
2412,105,1,387.85
2412,229,2,399.27
2413,33,4,446.14
2413,49,4,283.01
2413,195,3,113.15
2413,26,2,339.09
2414,218,3,319.36
2414,289,3,585.07
2414,268,4,212.21
2414,29,1,90.14
2414,180,1,375.54
2415,99,1,379.05
2415,2,3,560.7
2415,111,4,314.21
2415,197,2,114.98
2416,147,4,588.14
2416,96,2,169.06
2416,203,4,179.87
2416,163,2,696.66
2417,252,2,430.02
2417,14,4,348.02
2417,167,4,532.87
2417,99,1,379.05
2417,159,3,402.24
2418,162,4,243.23
2418,91,3,337.8
2418,104,3,253.15
2419,231,2,219.35
2419,212,3,713.36
2419,3,4,188.99
2420,61,1,585.44
2421,182,1,315.29
2421,141,3,524.33
2421,192,4,464.94
2421,220,1,271.49
2422,28,3,469.9
2422,121,3,127.77
2422,1,1,393.67
2423,156,4,548.55
2423,190,4,121.83
2423,203,3,179.87
2423,235,2,155.01
2424,173,1,468.22
2425,125,1,391.47
2425,153,4,657.55
2426,51,4,225.36
2426,172,2,554.29
2426,237,2,371.76
2426,7,3,392.66
2427,36,4,223.25
2427,77,2,262.41
2427,32,4,430.44
2427,58,3,89.79
2427,29,4,90.14
2428,222,4,511.34
2428,30,3,242.57
2429,221,2,350.93
2429,54,3,100.08
2429,212,4,713.36
2429,17,4,284.99
2430,77,2,262.41
2430,10,4,230.49
2431,111,4,314.21
2431,179,4,37.89
2431,272,4,34.13
2432,7,1,392.66
2432,292,4,42.88
2433,60,2,125.96
2434,168,4,215.05
2435,82,2,396.44
2435,151,4,265.25
2435,158,1,408.61
2435,123,4,704.59
2435,41,4,473.85
2436,55,3,129.92
2436,292,4,42.88
2437,33,3,446.14
2437,55,1,129.92
2437,124,4,197.94
2437,298,1,72.03
2437,14,3,348.02
2438,135,1,696.07
2438,178,1,39.54
2438,169,1,300.77
2439,83,4,413.62
2440,217,1,35.61
2441,50,1,558.26
2441,245,4,539.24
2441,78,3,78.14
2441,84,1,515.98
2442,177,2,224.25
2442,144,1,218.18
2442,131,4,199.41
2442,249,3,31.48
2442,248,2,387.6
2443,34,4,495.44
2443,48,4,334.13
2443,178,4,39.54
2444,136,1,394.83
2444,139,3,346.76
2444,260,2,247.17
2444,93,3,620.85
2445,119,2,485.44
2445,135,2,696.07
2445,75,4,627.76
2445,249,4,31.48
2446,260,2,247.17
2446,121,3,127.77
2446,190,3,121.83
2446,102,3,426.17
2447,62,3,372.92
2448,108,3,280.3
2449,8,2,144.96
2449,254,2,104.82
2449,61,4,585.44
2450,143,2,263.94
2450,129,2,402.23
2451,222,3,511.34
2451,224,2,435.59
2451,283,1,692.75
2451,252,2,430.02
2451,115,3,473.54
2452,268,1,212.21
2452,157,2,644.35
2452,150,1,318
2453,178,4,39.54
2453,93,2,620.85
2453,232,1,595.29
2454,10,1,230.49
2454,189,3,460.23
2454,276,2,260.27
2454,70,4,291.96
2455,33,1,446.14
2456,154,1,154.75
2456,147,4,588.14
2457,250,1,147.87
2457,122,4,158.87
2458,260,2,247.17
2458,277,1,216.74
2459,232,3,595.29
2459,100,4,121.82
2459,200,3,406.72
2460,87,2,660.42
2460,7,2,392.66
2461,108,1,280.3
2462,292,2,42.88
2462,135,3,696.07
2462,39,1,434.02
2462,197,2,114.98
2463,299,4,394.29
2463,8,3,144.96
2464,126,4,350.3
2465,91,3,337.8
2465,18,4,232.27
2465,154,1,154.75
2465,72,2,651.51
2466,264,4,418.21
2466,16,1,382.3
2466,47,1,219.09
2466,236,1,143.42
2466,145,2,505
2467,171,3,407.15
2467,134,3,596.81
2467,108,4,280.3
2467,69,1,322.77
2467,102,2,426.17
2468,115,1,473.54
2468,39,1,434.02
2468,156,2,548.55
2468,263,3,34.43
2468,124,1,197.94
2469,61,1,585.44
2469,285,1,517.27
2470,54,1,100.08
2470,82,4,396.44
2471,68,2,84.44
2472,158,2,408.61
2473,273,3,479.89
2474,177,2,224.25
2474,233,2,200.72
2474,203,1,179.87
2474,284,1,335.67
2475,236,2,143.42
2476,100,1,121.82
2476,39,2,434.02
2477,160,1,19.01
2477,39,3,434.02
2477,199,4,583.52
2477,43,2,401.73
2477,207,1,694.49
2478,187,1,306.23
2478,293,1,51.05
2478,223,2,257.83
2479,206,2,454.11
2480,140,4,131.71
2480,62,4,372.92
2480,126,1,350.3
2480,186,1,478.46
2480,174,1,302.42
2481,29,2,90.14
2481,151,1,265.25
2482,215,4,578.24
2482,173,2,468.22
2482,122,1,158.87
2482,114,4,221.57
2482,116,3,99.96
2483,10,1,230.49
2483,15,3,481.89
2483,53,4,644.02
2483,73,4,582.31
2483,250,3,147.87
2484,201,3,178.47
2484,3,1,188.99
2484,116,3,99.96
2485,148,2,126.82
2485,31,1,121.27
2485,258,1,123.31
2485,11,2,483.52
2486,268,1,212.21
2486,208,1,611.49
2486,58,4,89.79
2486,179,1,37.89
2486,234,3,407.72
2487,11,3,483.52
2487,206,1,454.11
2487,201,2,178.47
2488,221,3,350.93
2488,218,4,319.36
2488,85,1,162.09
2488,73,1,582.31
2488,132,4,584.95
2489,146,4,78.07
2489,193,3,633.86
2490,299,4,394.29
2491,189,3,460.23
2491,8,1,144.96
2491,26,2,339.09
2491,10,4,230.49
2491,299,3,394.29
2492,230,2,53.69
2492,131,2,199.41
2493,267,2,681.5
2493,134,3,596.81
2493,30,1,242.57
2493,136,4,394.83
2493,153,4,657.55
2494,252,1,430.02
2495,104,1,253.15
2495,97,3,318.77
2495,48,4,334.13
2496,36,4,223.25
2496,190,3,121.83
2496,17,1,284.99
2497,85,1,162.09
2497,229,2,399.27
2497,105,2,387.85
2497,208,1,611.49
2497,14,2,348.02
2498,196,3,345.74
2499,238,3,273.76
2499,196,2,345.74
2499,170,1,13.36
2500,294,2,318.69
2500,183,4,256.55
2501,5,2,474.27
2502,271,2,219.08
2502,166,3,38.78
2503,289,1,585.07
2503,275,1,171.35
2503,289,1,585.07
2504,100,1,121.82
2504,222,4,511.34
2504,113,1,545.26
2505,54,4,100.08
2506,63,1,28.83
2506,169,1,300.77
2506,251,1,522.86
2506,297,4,141.7
2506,18,3,232.27
2507,224,1,435.59
2508,283,3,692.75
2508,126,1,350.3
2509,237,2,371.76
2509,289,4,585.07
2509,93,4,620.85
2509,117,2,213.28
2509,244,2,697.76
2510,41,1,473.85
2510,168,4,215.05
2510,208,3,611.49
2510,56,3,544.96
2510,33,2,446.14
2511,296,4,481.65
2511,197,1,114.98
2512,53,4,644.02
2512,4,2,671.97
2512,138,2,386.54
2512,122,4,158.87
2512,124,4,197.94
2513,112,1,550.02
2514,62,4,372.92
2514,288,2,378.62
2514,212,1,713.36
2514,34,1,495.44
2515,105,3,387.85
2515,237,4,371.76
2515,118,3,601.67
2515,160,1,19.01
2516,100,1,121.82
2516,51,4,225.36
2516,263,3,34.43
2516,91,4,337.8
2517,268,3,212.21
2517,115,2,473.54
2517,24,1,428.3
2517,153,3,657.55
2517,243,1,544.1
2518,36,1,223.25
2518,67,3,435.6
2518,146,4,78.07
2519,106,3,242.91
2519,194,1,226.77
2519,280,4,37.22
2519,112,4,550.02
2520,44,2,68.54
2520,232,2,595.29
2520,78,2,78.14
2520,267,1,681.5
2520,157,3,644.35
2521,291,1,531.33
2521,42,4,413.89
2521,147,4,588.14
2522,209,1,174.3
2522,105,2,387.85
2522,244,2,697.76
2522,83,4,413.62
2522,286,1,585.44
2523,258,2,123.31
2523,18,2,232.27
2523,46,2,397.16
2524,258,3,123.31
2524,38,4,140.05
2525,8,4,144.96
2525,82,4,396.44
2525,129,1,402.23
2526,275,1,171.35
2526,89,2,309.43
2526,228,2,20.93
2526,277,3,216.74
2527,50,3,558.26
2527,218,3,319.36
2527,128,3,63.64
2527,126,4,350.3
2527,265,2,612.57
2528,213,1,253.87
2528,44,3,68.54
2528,222,2,511.34
2528,119,1,485.44
2528,200,4,406.72
2529,142,1,18.76
2530,20,2,268.09
2530,215,2,578.24
2531,110,4,486.34
2531,279,4,579.53
2532,209,1,174.3
2532,213,2,253.87
2532,170,1,13.36
2532,123,4,704.59
2533,281,3,540.81
2533,113,4,545.26
2533,208,2,611.49
2533,127,4,600
2534,114,3,221.57
2534,247,4,479.27
2534,247,4,479.27
2535,259,2,162.46
2535,212,1,713.36
2535,275,2,171.35
2536,194,1,226.77
2536,145,2,505
2537,32,2,430.44
2537,62,4,372.92
2537,265,2,612.57
2537,171,1,407.15
2538,83,3,413.62
2538,2,2,560.7
2539,81,4,31.8
2540,212,1,713.36
2540,237,1,371.76
2540,254,2,104.82
2540,106,1,242.91
2540,121,2,127.77
2541,184,1,603.65
2541,34,4,495.44
2542,194,2,226.77
2542,77,1,262.41
2542,6,4,98.23
2542,2,3,560.7
2542,202,1,81.46
2543,27,4,656.41
2544,176,2,391.35
2545,150,3,318
2545,193,4,633.86
2545,47,1,219.09
2546,235,3,155.01
2546,186,3,478.46
2546,202,1,81.46
2547,191,2,181.77
2548,223,4,257.83
2548,194,1,226.77
2548,280,1,37.22
2548,264,4,418.21
2548,164,1,29.17
2549,157,4,644.35
2549,134,3,596.81
2550,29,2,90.14
2550,81,2,31.8
2550,12,3,244.69
2550,151,2,265.25
2551,170,4,13.36
2551,16,1,382.3
2551,244,2,697.76
2552,128,1,63.64
2552,196,2,345.74
2553,190,1,121.83
2554,195,4,113.15
2554,185,2,482.5
2554,66,2,603.1
2554,139,4,346.76
2555,169,4,300.77
2555,299,1,394.29
2555,68,1,84.44
2556,105,2,387.85
2556,194,4,226.77
2556,207,3,694.49
2557,299,4,394.29
2557,5,4,474.27
2557,266,4,112.44
2557,119,1,485.44
2557,153,1,657.55
2558,28,3,469.9
2558,150,3,318
2558,239,3,498.77
2558,96,4,169.06
2558,28,4,469.9
2559,288,4,378.62
2559,33,1,446.14
2559,172,3,554.29
2559,236,2,143.42
2560,64,3,233.25
2560,196,1,345.74
2560,123,4,704.59
2560,280,2,37.22
2560,287,1,579.48
2561,287,3,579.48
2562,16,1,382.3
2562,98,2,299.13
2562,89,3,309.43
2563,126,1,350.3
2563,246,4,62.45
2563,35,4,416.31
2563,93,4,620.85
2564,207,2,694.49
2565,6,2,98.23
2565,73,4,582.31
2566,130,4,236.15
2566,204,3,564.05
2566,142,4,18.76
2566,232,1,595.29
2566,161,2,38.96
2567,173,3,468.22
2567,53,2,644.02
2567,56,4,544.96
2567,195,2,113.15
2567,25,1,298.68
2568,260,2,247.17
2568,273,1,479.89
2568,13,2,467.15
2569,182,4,315.29
2569,269,4,458.25
2569,215,1,578.24
2570,162,2,243.23
2571,168,3,215.05
2571,75,4,627.76
2571,217,4,35.61
2571,48,2,334.13
2572,123,3,704.59
2572,224,3,435.59
2573,202,4,81.46
2573,43,4,401.73
2573,90,3,128.94
2573,28,4,469.9
2574,250,2,147.87
2575,220,3,271.49
2575,186,3,478.46
2575,220,1,271.49
2576,233,2,200.72
2576,224,3,435.59
2576,155,1,83.23
2576,39,2,434.02
2577,109,3,81.4
2577,135,2,696.07
2577,176,4,391.35
2578,262,1,632.42
2578,128,3,63.64
2578,233,3,200.72
2578,38,2,140.05
2579,163,1,696.66
2579,192,2,464.94
2579,134,1,596.81
2579,178,3,39.54
2579,138,4,386.54
2580,56,1,544.96
2580,179,4,37.89
2580,112,4,550.02
2580,80,3,220.21
2581,159,2,402.24
2581,129,3,402.23
2581,66,1,603.1
2581,165,3,349.8
2582,295,3,269.63
2583,298,1,72.03
2583,20,2,268.09
2584,73,1,582.31
2584,170,3,13.36
2584,189,3,460.23
2584,196,2,345.74
2585,280,2,37.22
2585,118,2,601.67
2585,298,3,72.03
2585,107,1,722.64
2586,281,4,540.81
2586,272,2,34.13
2586,272,1,34.13
2586,290,3,232.42
2587,37,4,71.47
2588,10,4,230.49
2588,150,3,318
2588,215,2,578.24
2588,164,4,29.17
2589,260,4,247.17
2589,183,4,256.55
2589,169,1,300.77
2589,297,1,141.7
2589,68,1,84.44
2590,148,2,126.82
2590,298,1,72.03
2590,205,3,84
2590,273,3,479.89
2591,131,3,199.41
2591,7,4,392.66
2591,121,1,127.77
2592,35,2,416.31
2593,130,2,236.15
2593,222,1,511.34
2593,201,4,178.47
2593,216,3,40.13
2594,94,4,309.53
2594,175,4,137.02
2594,188,2,598.87
2595,3,1,188.99
2596,292,1,42.88
2596,31,4,121.27
2597,20,4,268.09
2597,13,3,467.15
2598,67,3,435.6
2598,196,3,345.74
2599,221,4,350.93
2600,131,1,199.41
2601,132,4,584.95
2601,273,1,479.89
2601,54,1,100.08
2601,234,1,407.72
2601,177,4,224.25
2602,187,4,306.23
2602,11,2,483.52
2602,116,4,99.96
2602,237,3,371.76
2603,271,3,219.08
2603,277,4,216.74
2603,162,2,243.23
2603,112,1,550.02
2604,13,3,467.15
2604,279,2,579.53
2605,179,3,37.89
2605,135,4,696.07
2605,178,2,39.54
2605,223,3,257.83
2606,242,2,84.12
2607,244,2,697.76
2608,284,1,335.67
2608,275,4,171.35
2608,41,1,473.85
2609,204,3,564.05
2610,208,1,611.49
2611,220,2,271.49
2611,189,2,460.23
2611,44,3,68.54
2611,78,4,78.14
2612,203,4,179.87
2613,149,4,212.64
2614,239,3,498.77
2614,96,3,169.06
2615,114,3,221.57
2615,46,4,397.16
2615,198,1,287.78
2615,115,2,473.54
2616,9,3,113.08
2616,32,4,430.44
2616,40,3,345.07
2617,115,1,473.54
2617,158,4,408.61
2618,186,3,478.46
2619,297,1,141.7
2619,223,2,257.83
2620,28,2,469.9
2620,14,1,348.02
2620,180,1,375.54
2620,268,2,212.21
2621,165,4,349.8
2621,271,1,219.08
2622,75,3,627.76
2622,134,1,596.81
2622,218,4,319.36
2622,199,2,583.52
2623,209,3,174.3
2623,256,3,430.95
2623,67,2,435.6
2623,72,4,651.51
2623,271,2,219.08
2624,172,1,554.29
2624,216,2,40.13
2624,287,1,579.48
2624,285,3,517.27
2624,179,3,37.89
2625,53,2,644.02
2625,173,1,468.22
2626,137,1,515.22
2626,132,1,584.95
2627,94,2,309.53
2627,156,4,548.55
2627,206,3,454.11
2628,237,1,371.76
2629,233,1,200.72
2629,168,1,215.05
2629,12,3,244.69
2630,215,3,578.24
2630,274,4,605.36
2630,266,3,112.44
2630,59,2,291.84
2631,121,2,127.77
2631,180,3,375.54
2631,277,2,216.74
2631,66,3,603.1
2631,186,2,478.46
2632,128,3,63.64
2632,56,4,544.96
2632,218,3,319.36
2633,56,1,544.96
2633,52,3,113.77
2633,237,2,371.76
2633,291,1,531.33
2633,87,2,660.42
2634,69,4,322.77
2635,198,3,287.78
2635,100,1,121.82
2635,50,4,558.26
2636,2,2,560.7
2636,15,2,481.89
2636,86,1,356.65
2636,207,3,694.49
2636,50,4,558.26
2637,216,3,40.13
2637,165,2,349.8
2637,213,3,253.87
2637,285,4,517.27
2638,215,2,578.24
2638,212,1,713.36
2638,7,1,392.66
2639,127,1,600
2640,246,2,62.45
2640,80,1,220.21
2640,98,1,299.13
2640,233,1,200.72
2640,32,1,430.44
2641,201,2,178.47
2641,58,3,89.79
2641,138,1,386.54
2641,179,1,37.89
2642,69,2,322.77
2642,158,2,408.61
2642,287,4,579.48
2642,111,3,314.21
2643,299,4,394.29
2643,138,3,386.54
2643,180,1,375.54
2643,28,2,469.9
2643,118,2,601.67
2644,114,3,221.57
2644,205,2,84
2644,265,1,612.57
2644,223,1,257.83
2644,14,3,348.02
2645,210,1,557.22
2645,140,1,131.71
2645,153,1,657.55
2645,220,4,271.49
2645,290,3,232.42
2646,169,3,300.77
2646,278,1,207.05
2646,37,1,71.47
2647,248,3,387.6
2647,132,1,584.95
2647,23,2,605.58
2647,216,2,40.13
2647,283,4,692.75
2648,29,1,90.14
2649,165,4,349.8
2649,165,2,349.8
2650,257,1,348.88
2650,281,3,540.81
2650,218,1,319.36
2650,1,1,393.67
2651,140,2,131.71
2651,151,3,265.25
2652,21,4,394.83
2652,230,2,53.69
2652,158,3,408.61
2652,218,1,319.36
2652,185,4,482.5
2653,198,2,287.78
2653,28,2,469.9
2653,171,4,407.15
2653,68,1,84.44
2654,137,4,515.22
2654,158,1,408.61
2655,81,2,31.8
2655,8,3,144.96
2656,246,4,62.45
2656,177,4,224.25
2656,185,3,482.5
2656,178,2,39.54
2656,170,4,13.36
2657,137,4,515.22
2657,269,2,458.25
2657,206,3,454.11
2657,262,4,632.42
2658,134,4,596.81
2658,136,3,394.83
2658,128,2,63.64
2659,147,3,588.14
2659,234,1,407.72
2659,147,1,588.14
2659,160,3,19.01
2659,19,3,440.51
2660,34,1,495.44
2661,179,3,37.89
2661,289,3,585.07
2661,84,2,515.98
2662,40,4,345.07
2662,237,1,371.76
2662,42,1,413.89
2663,195,1,113.15
2663,136,1,394.83
2664,213,3,253.87
2664,241,3,553.2
2665,214,1,424.2
2665,201,1,178.47
2665,270,4,590.29
2665,236,4,143.42
2665,158,3,408.61
2666,213,3,253.87
2666,84,1,515.98
2666,229,1,399.27
2666,15,3,481.89
2666,100,1,121.82
2667,32,2,430.44
2667,273,3,479.89
2667,173,3,468.22
2668,213,1,253.87
2668,117,1,213.28
2669,124,3,197.94
2669,298,3,72.03
2669,56,2,544.96
2669,121,3,127.77
2669,168,2,215.05
2670,178,3,39.54
2670,256,1,430.95
2670,53,4,644.02
2671,145,2,505
2672,106,1,242.91
2672,238,3,273.76
2673,249,4,31.48
2674,93,4,620.85
2675,281,4,540.81
2675,20,2,268.09
2676,117,3,213.28
2676,49,4,283.01
2676,67,2,435.6
2677,187,2,306.23
2677,199,1,583.52
2677,73,2,582.31
2677,171,3,407.15
2677,241,2,553.2
2678,24,4,428.3
2678,40,1,345.07
2679,187,2,306.23
2679,101,3,327.05
2679,27,4,656.41
2679,19,3,440.51
2680,123,3,704.59
2680,285,1,517.27
2680,270,2,590.29
2680,285,3,517.27
2681,287,1,579.48
2681,23,3,605.58
2681,185,4,482.5
2681,107,2,722.64
2681,269,1,458.25
2682,148,1,126.82
2682,156,3,548.55
2682,234,3,407.72
2682,14,1,348.02
2682,233,3,200.72
2683,265,1,612.57
2683,204,3,564.05
2683,274,4,605.36
2684,22,3,95.21
2684,123,1,704.59
2685,220,4,271.49
2686,155,2,83.23
2687,81,4,31.8
2687,62,3,372.92
2688,75,3,627.76
2688,80,2,220.21
2689,8,1,144.96
2690,83,3,413.62
2690,121,3,127.77
2690,32,4,430.44
2690,291,1,531.33
2690,120,3,237.52
2691,211,2,353.04
2691,144,3,218.18
2691,209,4,174.3
2691,193,3,633.86
2692,193,1,633.86
2692,141,1,524.33
2693,122,4,158.87
2693,29,2,90.14
2694,84,4,515.98
2694,36,4,223.25
2694,102,4,426.17
2694,96,2,169.06
2695,233,2,200.72
2695,279,2,579.53
2695,154,2,154.75
2695,258,2,123.31
2696,83,2,413.62
2696,101,1,327.05
